review_id,work_root_id,root_title,proposed_role,checkpoint_4c_decision,quality_flags,missing_proofread_pages,overlap_summary,required_action,review_status,activation_status
itws4c:746640,itws:746640,A nessun omo addivenne giá mai,historical_non_sonnet_poetry,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:746677,itws:746677,"A quel segnor, cui dai tal nominanza",historical_non_sonnet_poetry,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:893202,itws:893202,A sfogar l'antica pena,historical_general,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:742742,itws:742742,A una straniera,standard_sonnets,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:746623,itws:746623,"A voi, Chierma, so dire una novella",historical_non_sonnet_poetry,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:746600,itws:746600,"A voi, messere Iacopo comare",historical_non_sonnet_poetry,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:587988,itws:587988,Abrakadabra,nineteenth_century_bridge,hold_duplicate_review,,,gutenberg_previous_pool_overlap_metrics=gutenberg_previous:pg19034|candidate=0.993434|reference=0.964210 | gutenberg_resolved_overlap_metrics=gutenberg_resolved:pg19034|candidate=0.993434|reference=0.964210,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:687961,itws:687961,"Abèle (Alfieri, 1947)",historical_general,hold_quality_or_editorial_review,removed_wikitable,,,Quality or editorial signals require bounded review.,pending_bounded_review,inactive
itws4c:742761,itws:742761,Acqua,standard_sonnets,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:827058,itws:827058,Ad Angelo Mai (Lucas),nineteenth_century_bridge,hold_duplicate_review,,,bibit_overlap_metrics=bibit:bibit000469|candidate=0.951261|reference=0.050570;bibit:bibit000850|candidate=0.943697|reference=0.045623 | gutenberg_previous_pool_overlap_metrics=gutenberg_previous:pg55236|candidate=0.918487|reference=0.040677,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:915444,itws:915444,Adelchi (1922),nineteenth_century_bridge,hold_unresolved_markup,language_variety_marker;removed_wikitable;unresolved_template:left;unresolved_template:loop,,gutenberg_previous_pool_overlap_metrics=gutenberg_previous:pg57565|candidate=0.876456|reference=0.120801,Unresolved markup may contaminate primary text.,pending_bounded_review,inactive
itws4c:10713,itws:10713,Adone,historical_non_sonnet_poetry,hold_unresolved_markup,editorial_marker;language_variety_marker;removed_wikitable;unresolved_html_tag;unresolved_template:adlink;unresolved_template:ottava,,,Unresolved markup may contaminate primary text.,pending_bounded_review,inactive
itws4c:896104,itws:896104,Adramiteno,historical_general,hold_unresolved_markup,removed_wikitable;unresolved_template:s,,,Unresolved markup may contaminate primary text.,pending_bounded_review,inactive
itws4c:586152,itws:586152,Adriano in Siria,historical_general,hold_unresolved_markup,removed_wikitable;unresolved_template:loop,,,Unresolved markup may contaminate primary text.,pending_bounded_review,inactive
itws4c:119758,itws:119758,Agamennone (Alfieri),historical_general,hold_unresolved_markup,unresolved_html_tag,,,Unresolved markup may contaminate primary text.,pending_bounded_review,inactive
itws4c:687059,itws:687059,"Agamennone (Alfieri, 1946)",historical_general,hold_duplicate_review,,,bibit_overlap_metrics=bibit:bibit000017|candidate=0.810627|reference=0.811080,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:1016972,itws:1016972,Aggiunta a' viaggi di Europa,historical_general,hold_quality_or_editorial_review,language_variety_marker;removed_wikitable;transcription_gap_template,,,Quality or editorial signals require bounded review.,pending_bounded_review,inactive
itws4c:687683,itws:687683,"Agide (Alfieri, 1946)",historical_general,hold_duplicate_review,,,bibit_overlap_metrics=bibit:bibit000014|candidate=0.848022|reference=0.876864 | gutenberg_previous_pool_overlap_metrics=gutenberg_previous:pg31079|candidate=0.990048|reference=0.981522,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:746831,itws:746831,Agli altri mali de la nostra terra,historical_non_sonnet_poetry,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:742766,itws:742766,Ai soli,standard_sonnets,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:746854,itws:746854,Al cor mi diedi l'altrier grande impiglio,historical_non_sonnet_poetry,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:746618,itws:746618,"Al mio parer, Teruccio non è grave",historical_non_sonnet_poetry,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:579181,itws:579181,Al Polo Australe in velocipede,nineteenth_century_bridge,hold_quality_or_editorial_review,language_variety_marker,,,Quality or editorial signals require bounded review.,pending_bounded_review,inactive
itws4c:120169,itws:120169,Alarico Carli,nineteenth_century_bridge,hold_quality_or_editorial_review,language_variety_marker,,,Quality or editorial signals require bounded review.,pending_bounded_review,inactive
itws4c:742688,itws:742688,Alba (Prati),standard_sonnets,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:687945,itws:687945,"Alceste Seconda (Alfieri, 1947)",historical_general,hold_unresolved_markup,removed_wikitable;unresolved_html_tag,,,Unresolved markup may contaminate primary text.,pending_bounded_review,inactive
itws4c:365161,itws:365161,Alcippo (1615),historical_general,hold_unresolved_markup,unresolved_template:t,,,Unresolved markup may contaminate primary text.,pending_bounded_review,inactive
itws4c:883617,itws:883617,Alcun giorno,historical_non_sonnet_poetry,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:624530,itws:624530,Alcune lettere delle cose del Giappone,historical_general,hold_unresolved_markup,unresolved_template:taf,,,Unresolved markup may contaminate primary text.,pending_bounded_review,inactive
itws4c:624547,itws:624547,Alcune lettere delle cose del Giappone - Versione critica,historical_general,hold_unresolved_markup,editorial_marker;unresolved_html_tag;unresolved_template_markup,,,Unresolved markup may contaminate primary text.,pending_bounded_review,inactive
itws4c:624546,itws:624546,Alcune lettere delle cose del Giappone - Versione diplomatica,historical_general,hold_unresolved_markup,editorial_marker;unresolved_html_tag;unresolved_template_markup,,,Unresolved markup may contaminate primary text.,pending_bounded_review,inactive
itws4c:800875,itws:800875,Alcune poesie boschereccie,historical_general,hold_quality_or_editorial_review,high_digit_ratio,,,Quality or editorial signals require bounded review.,pending_bounded_review,inactive
itws4c:283435,itws:283435,Alcuni discorsi sulla botanica,nineteenth_century_bridge,hold_quality_or_editorial_review,language_variety_marker;transcription_gap_template,,,Quality or editorial signals require bounded review.,pending_bounded_review,inactive
itws4c:104290,itws:104290,Alcuni opuscoli filosofici,historical_general,hold_unresolved_markup,unresolved_template:alt,,,Unresolved markup may contaminate primary text.,pending_bounded_review,inactive
itws4c:77008,itws:77008,Alcuni ritratti di donne illustri delle provincie veneziane,nineteenth_century_bridge,hold_quality_or_editorial_review,language_variety_marker,,,Quality or editorial signals require bounded review.,pending_bounded_review,inactive
itws4c:88267,itws:88267,Alessandro Manzoni - studio biografico,nineteenth_century_bridge,hold_missing_transcription,language_variety_marker;transcription_gap_template;unresolved_template:#tag:ref,Pagina:manzoni.djvu/10;Pagina:manzoni.djvu/11;Pagina:manzoni.djvu/12;Pagina:manzoni.djvu/7;Pagina:manzoni.djvu/8;Pagina:manzoni.djvu/9,,One or more requested Pagina records are missing.,pending_bounded_review,inactive
itws4c:586088,itws:586088,Alessandro nell'Indie,historical_general,hold_unresolved_markup,removed_wikitable;unresolved_template:al;unresolved_template:loop,,,Unresolved markup may contaminate primary text.,pending_bounded_review,inactive
itws4c:598412,itws:598412,"All'erta, sentinella!",nineteenth_century_bridge,hold_quality_or_editorial_review,language_variety_marker,,,Quality or editorial signals require bounded review.,pending_bounded_review,inactive
itws4c:827052,itws:827052,All'Italia (Lucas),nineteenth_century_bridge,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:831747,itws:831747,Alla memoria di Pio VII Pontefice Massimo,nineteenth_century_bridge,hold_quality_or_editorial_review,transcription_gap_template,,,Quality or editorial signals require bounded review.,pending_bounded_review,inactive
itws4c:1003681,itws:1003681,Alla Musa (Foscolo 1835),standard_sonnets,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:1003725,itws:1003725,Alla Musa (Foscolo 1856),standard_sonnets,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:490789,itws:490789,Alla scoperta dei letterati,nineteenth_century_bridge,hold_unresolved_markup,language_variety_marker;transcription_gap_template;unresolved_html_tag,,,Unresolved markup may contaminate primary text.,pending_bounded_review,inactive
itws4c:20123,itws:20123,Alla Sera (1835),standard_sonnets,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:1003621,itws:1003621,Alla Sera (1856),standard_sonnets,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:827040,itws:827040,Alla Sera (Lucas),standard_sonnets,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:742722,itws:742722,Alla Vergine (Prati),standard_sonnets,hold_unresolved_markup,unresolved_template:o,,,Unresolved markup may contaminate primary text.,pending_bounded_review,inactive
itws4c:296465,itws:296465,Alle porte d'Italia,nineteenth_century_bridge,hold_quality_or_editorial_review,language_variety_marker,,,Quality or editorial signals require bounded review.,pending_bounded_review,inactive
itws4c:879988,itws:879988,Allor che d'ira infuriato ardea,historical_non_sonnet_poetry,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:893726,itws:893726,"Alma mia, mossa pur sei",historical_general,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:876369,itws:876369,Alta rocca munita,historical_non_sonnet_poetry,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:876455,itws:876455,Amabil gioventute,historical_non_sonnet_poetry,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:187849,itws:187849,Aminta,historical_general,hold_unresolved_markup,unresolved_template:immagine da inserire,,,Unresolved markup may contaminate primary text.,pending_bounded_review,inactive
itws4c:384290,itws:384290,Aminta (1590),historical_general,hold_unresolved_markup,unresolved_html_tag;unresolved_template:pr1;unresolved_template:pr2;unresolved_template:pr3;unresolved_template:taf,,,Unresolved markup may contaminate primary text.,pending_bounded_review,inactive
itws4c:409035,itws:409035,Aminta (1590) - Versione critica,historical_general,hold_unresolved_markup,unresolved_template:pr1;unresolved_template:pr2;unresolved_template:pr3,,,Unresolved markup may contaminate primary text.,pending_bounded_review,inactive
itws4c:409034,itws:409034,Aminta (1590) - Versione diplomatica,historical_general,hold_unresolved_markup,unresolved_template:pr1;unresolved_template:pr2;unresolved_template:pr3,,,Unresolved markup may contaminate primary text.,pending_bounded_review,inactive
itws4c:889506,itws:889506,Amor fa l'uomo cieco,historical_general,hold_quality_or_editorial_review,language_variety_marker;removed_wikitable,,,Quality or editorial signals require bounded review.,pending_bounded_review,inactive
itws4c:746626,itws:746626,Amor fa nel mio cor fermo soggiorno,historical_non_sonnet_poetry,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:746656,itws:746656,Amor m'auzide- Perché?-Per ch'io amo,historical_non_sonnet_poetry,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:746859,itws:746859,Amor me tra de mente ogn'altra cosa,historical_non_sonnet_poetry,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:746778,itws:746778,"Amor tanto me strinze, zentil donna",historical_non_sonnet_poetry,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:746929,itws:746929,"Amor è giovenetto, e figurato",historical_non_sonnet_poetry,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:745975,itws:745975,"Amor, poi che 'n sí greve passo venni",historical_non_sonnet_poetry,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:746639,itws:746639,"Amor, poi che del mio mal non vi dòle",historical_non_sonnet_poetry,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:523106,itws:523106,Amore nell'arte,nineteenth_century_bridge,hold_duplicate_review,,,gutenberg_previous_pool_overlap_metrics=gutenberg_previous:pg77121|candidate=0.956678|reference=0.954165 | gutenberg_resolved_overlap_metrics=gutenberg_resolved:pg77121|candidate=0.956678|reference=0.954973,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:746660,itws:746660,Amore par ch'orgoglioso mi fera,historical_non_sonnet_poetry,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:746637,itws:746637,"Amore, a voi domando perdonanza",historical_non_sonnet_poetry,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:746633,itws:746633,"Amore, onde vien l'acqua, che lo core",historical_non_sonnet_poetry,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:445772,itws:445772,Amorosa visione,historical_general,hold_unresolved_markup,unresolved_template:rigaindice2,,,Unresolved markup may contaminate primary text.,pending_bounded_review,inactive
itws4c:883403,itws:883403,Ancora entro i confin di fanciullezza,historical_general,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:324399,itws:324399,Andrea Conti Matematico ed Astronomo,nineteenth_century_bridge,hold_quality_or_editorial_review,transcription_gap_template,,,Quality or editorial signals require bounded review.,pending_bounded_review,inactive
itws4c:879556,itws:879556,"Angela io vidi, che a mostrarne scese",historical_non_sonnet_poetry,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:560885,itws:560885,"Angoscia, Doglia e Pena le tre furie del mondo",historical_general,hold_unresolved_markup,language_variety_marker;unresolved_template:al;unresolved_template_markup,,,Unresolved markup may contaminate primary text.,pending_bounded_review,inactive
itws4c:745987,itws:745987,"Anima mia, cuor del mi'corp', amore",historical_non_sonnet_poetry,hold_protected_v6_overlap,,,protected_v6_overlap_metrics=cecco_xxv_sonetto_da_poi_ch_i_non_trovo_messo|protected_containment=0.918367;cecco_xxvi_anima_mia_cuor_del_mi_corp_amore|protected_containment=0.857143,Protected V6 validation/test material overlaps this root.,pending_bounded_review,inactive
itws4c:894275,itws:894275,Anima misera,historical_general,hold_duplicate_review,,,,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
itws4c:561549,itws:561549,Anima sola,nineteenth_century_bridge,hold_unresolved_markup,unresolved_template:left;unresolved_template:rp,,,Unresolved markup may contaminate primary text.,pending_bounded_review,inactive
itws4c:194765,itws:194765,Annali d'Italia dal principio dell'era volgare sino all'anno 1750,nineteenth_century_bridge,hold_unresolved_markup,language_variety_marker;section_error:missing section end marker: s1;transcription_gap_template;unresolved_html_tag;unresolved_template:anno di;unresolved_template:pagina annali,,gutenberg_previous_pool_overlap_metrics=gutenberg_previous:pg39704|candidate=0.984641|reference=0.938981 | gutenberg_resolved_overlap_metrics=gutenberg_resolved:pg39704|candidate=0.984641|reference=0.939122,Unresolved markup may contaminate primary text.,pending_bounded_review,inactive
itws4c:282885,itws:282885,Annali del Principato ecclesiastico di Trento dal 1022 al 1540,nineteenth_century_bridge,hold_quality_or_editorial_review,language_variety_marker;transcription_gap_template,,,Quality or editorial signals require bounded review.,pending_bounded_review,inactive
itws4c:392428,itws:392428,Antichi monumenti di Siracusa,nineteenth_century_bridge,hold_missing_transcription,language_variety_marker,Pagina:Antichi monumenti di Siracusa.djvu/56;Pagina:Antichi monumenti di Siracusa.djvu/57;Pagina:Antichi monumenti di Siracusa.djvu/58;Pagina:Antichi monumenti di Siracusa.djvu/59,,One or more requested Pagina records are missing.,pending_bounded_review,inactive
itws4c:132245,itws:132245,Antigone (Alfieri),historical_general,hold_unresolved_markup,unresolved_template:stileteatro,,,Unresolved markup may contaminate primary text.,pending_bounded_review,inactive
itws4c:687001,itws:687001,"Antigone (Alfieri, 1946)",historical_general,hold_duplicate_review,,,bibit_overlap_metrics=bibit:bibit000013|candidate=0.815433|reference=0.825175,A threshold internal or cross-corpus overlap requires canonical review.,pending_bounded_review,inactive
