candidate_id,ebook_id,title,source_kind,stanza_pattern,first_line,last_line,source_text_sha256,review_resolution,review_rationale
pg19428:char35552-36066,19428,Le nostalgie,structural_14_line,4-4-3-3,"Poi divenne l'amor falso, elegante,",Col core pronto ai capricciosi eventi.,2c69646d9fb054850f9e6b6a9d188f3b54b72ec01e422e0b8b851a73b52e4fd2,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg19428:char36076-36611,19428,Le nostalgie,structural_14_line,4-4-3-3,Nella vita moderna comprendiamo,E sogniam d'Abelardo e d'Eloisa.,b6addef365d760158a3a5681fb2e47ac199271a83441c4c4c2bbcefcea014f5a,accept_structurally_verified_standard_sonnet,Bounded fourteen-line Italian poem has a coherent sonnet octave-and-sestet or quatrain-and-tercet rhyme structure.
pg19886:char447103-447462,19886,Fiore di leggende: Cantari antichi I - cantari leggendari,structural_14_line,8-6,"XXXI, 1 E duca alor dal parlamento",8 E pensando nel gran chazo ch'era,440dfee7da9a7ffa58e0fb3a55d8ada5bfcfd0cb983f91623fb79e6e29c4cb62,exclude_not_sonnet,"Detector window is cantare text or critical apparatus cut at arbitrary boundaries, not a bounded sonnet."
pg19886:char483602-483928,19886,Fiore di leggende: Cantari antichi I - cantari leggendari,structural_14_line,8-6,"XXXIII, 1 M i' prendo",7 U sulle carni un ferro,6d3de4a9c2fd80c82c8801156836c54221a448dd7066579cf7853f3745bad989,exclude_not_sonnet,"Detector window is cantare text or critical apparatus cut at arbitrary boundaries, not a bounded sonnet."
pg19886:char491043-491359,19886,Fiore di leggende: Cantari antichi I - cantari leggendari,structural_14_line,8-6,"XXXVI, 3 M presto",8 U piú che lle,0d2b8428d9cd3176ef8adfb1f75754a397c290472ae2cd0818416ee7001b18c2,exclude_not_sonnet,"Detector window is cantare text or critical apparatus cut at arbitrary boundaries, not a bounded sonnet."
pg19886:char491685-491965,19886,Fiore di leggende: Cantari antichi I - cantari leggendari,structural_14_line,8-6,"XL, 1 EU e poi",8 M per tutto e ogni verso,06e139eff91d88479b87a6c7620f8c33e30dca207551c270ffbbf7c4e88ee762,exclude_not_sonnet,"Detector window is cantare text or critical apparatus cut at arbitrary boundaries, not a bounded sonnet."
pg19886:char495703-496100,19886,Fiore di leggende: Cantari antichi I - cantari leggendari,structural_14_line,8-6,"XIV, 2 M ingniuna;",Non pianger piú che sarò tua sorella,86e8c24e386d716dbd51fccbc19c3510aa4f2642c333b6fb6b715eedb8687df9,exclude_not_sonnet,"Detector window is cantare text or critical apparatus cut at arbitrary boundaries, not a bounded sonnet."
pg19886:char501554-501932,19886,Fiore di leggende: Cantari antichi I - cantari leggendari,structural_14_line,8-6,"XLIV, 1 K E[d]",8 E simile ciento centinaia,b61cf53afadcbedb5d97a34474a2f9d1d3f9826068d52f890876634d064ac03d,exclude_not_sonnet,"Detector window is cantare text or critical apparatus cut at arbitrary boundaries, not a bounded sonnet."
pg19886:char505427-505775,19886,Fiore di leggende: Cantari antichi I - cantari leggendari,structural_14_line,8-6,"XVI, 2 M senza piú dire",6 E chieggio a vostra,4afed3fac990173848c7e0726374aee73062160ece3b4056820de0a415891474,exclude_not_sonnet,"Detector window is cantare text or critical apparatus cut at arbitrary boundaries, not a bounded sonnet."
pg19886:char514225-514934,19886,Fiore di leggende: Cantari antichi I - cantari leggendari,structural_14_line,8-6,Quivi aveva giente de molti paesi,nuovo periodo logico.,1b307f5fff0ae9f2cd1ec784f04c89e57e603a796651dc5e3d6ca9911e339cb2,exclude_not_sonnet,"Detector window is cantare text or critical apparatus cut at arbitrary boundaries, not a bounded sonnet."
pg25312:char110633-111263,25312,Nabuco,structural_14_line,14,Ah.... La ricordo!,Ed io.... la testa gli spaccai!...,49ddc5053ca55f257351980a467f9da001185f166b9d182d049f88539570547b,exclude_not_sonnet,"Fourteen-line detector window is continuous dramatic dialogue, not a bounded sonnet."
pg27825:char15093-15605,27825,Isaotta Guttadàuro ed altre poesie,structural_14_line,14,"Ella, dritta in arcioni, agile e franca,",hannomi i Sogni?--E stetti dubitando.,e7c591e6c4355a9195053300aa3336be96cea18ee8ed0486d5bc6a5421e8e324,exclude_not_sonnet,Window belongs to the explicitly labeled ballata sequence and is not a bounded sonnet.
pg27825:char15772-16262,27825,Isaotta Guttadàuro ed altre poesie,structural_14_line,14,Su' freschi venti odore di viole,in su' poggi di Fiesole vagando.,75b231086832d0c82eefde0740fa796b456150876e55841b9d236fb9812878ab,exclude_not_sonnet,Window belongs to the explicitly labeled ballata sequence and is not a bounded sonnet.
pg27825:char16438-16951,27825,Isaotta Guttadàuro ed altre poesie,structural_14_line,14,"Balzai a terra; ed ella, anche d'un salto,","scuoter li arcioni, forte respirando.",26aa78c3b00b4286de8446f916da23218021ec44547f3a1325763b2353776269,exclude_not_sonnet,Window belongs to the explicitly labeled ballata sequence and is not a bounded sonnet.
pg27825:char17132-17656,27825,Isaotta Guttadàuro ed altre poesie,structural_14_line,14,"Oh mani belle, oh mani bianche e pure","tra le viole, ne 'l chiarore blando!",a2fd199d0553c0ea73c8ef6c1838f84208955f4dd55ae2f6cdd332bfcbea47e1,exclude_not_sonnet,Window belongs to the explicitly labeled ballata sequence and is not a bounded sonnet.
pg27825:char17822-18348,27825,Isaotta Guttadàuro ed altre poesie,structural_14_line,14,"Ora la selva, innanzi a li occhi nostri,","sogna colei ne l'animo, aspettando?--",fc5e7e60d39d6c6e7c6706924be66941d32c79a0f3159ae4c3bb2b9a457cec68,exclude_not_sonnet,Window belongs to the explicitly labeled ballata sequence and is not a bounded sonnet.
pg27825:char18532-19051,27825,Isaotta Guttadàuro ed altre poesie,structural_14_line,14,"Ei parlò di tesori e di castella,","ampie, come in un gorgo, profondando.--",188a31d8bc38e1a7ee3c100513579ff3fcff91b1f54d650c0c731c34652eeb0d,exclude_not_sonnet,Window belongs to the explicitly labeled ballata sequence and is not a bounded sonnet.
pg27825:char19213-19711,27825,Isaotta Guttadàuro ed altre poesie,structural_14_line,14,il senso mi cingean di tal malía,il qual re meriggiava poetando.,807d909bdbba56fcacdb83cf43d74ddf79fec3fe8cb29924fdc748ed8fecc72a,exclude_not_sonnet,Window belongs to the explicitly labeled ballata sequence and is not a bounded sonnet.
pg27825:char19893-20405,27825,Isaotta Guttadàuro ed altre poesie,structural_14_line,14,Rendean per l'aria in torno una fragranza,che vincevano il dì riscintillando.,c8c4c4494dc760712cba513fd90c97c5d5482af9f130d530632900e53e792e03,exclude_not_sonnet,Window belongs to the explicitly labeled ballata sequence and is not a bounded sonnet.
pg27825:char20594-21138,27825,Isaotta Guttadàuro ed altre poesie,structural_14_line,14,«Sorgi dunque da l'ombra e t'incammina,"«il fin tesoro, là dov'io ti mando.»",5a89b83344cb7e91d0b9894b37954083efa0a68e207dbad5f3e1870524cbb80d,exclude_not_sonnet,Window belongs to the explicitly labeled ballata sequence and is not a bounded sonnet.
pg27825:char21301-21822,27825,Isaotta Guttadàuro ed altre poesie,structural_14_line,14,Vide lo stelo e vide anche l'anello;,"che a 'l sol ridea, sì dolce palpitando.--",825cad5bdc748c9bf93784b6775d22cb981bf40a1fd3d996e8f42923a5fbfac4,exclude_not_sonnet,Window belongs to the explicitly labeled ballata sequence and is not a bounded sonnet.
pg27825:char21981-22500,27825,Isaotta Guttadàuro ed altre poesie,structural_14_line,14,"Com'ella tacque, il fremito de 'l suono","Onde spronammo, innanzi trapassando.",25cb14668171a736a546865b93dea1e25b45afa7e23fb240b3f029f75d52fc99,exclude_not_sonnet,Window belongs to the explicitly labeled ballata sequence and is not a bounded sonnet.
pg27825:char22655-23165,27825,Isaotta Guttadàuro ed altre poesie,structural_14_line,14,Non mai dolce suonò bistonia lira,"desìo di bere...--O fonte, io t'inghirlando!",b9f2a514717728eb58ae3803d3289bc27aeb834e20cb2623c84e0b8cccbc5e73,exclude_not_sonnet,Window belongs to the explicitly labeled ballata sequence and is not a bounded sonnet.
pg27825:char23331-23861,27825,Isaotta Guttadàuro ed altre poesie,structural_14_line,14,Scendemmo il piano margine; e commise,"Bevemmo e ci baciammo, ivi indugiando.",3ccd020e287ae80a0ab25b0feb2dbfcc080d7f368d9aae02dac09c2c4dc48110,exclude_not_sonnet,Window belongs to the explicitly labeled ballata sequence and is not a bounded sonnet.
pg27825:char24035-24530,27825,Isaotta Guttadàuro ed altre poesie,structural_14_line,14,Non so. Ma come uscimmo da la chiostra,"vita più forte, che s'aprì raggiando.",d9c1f5ef56f1ce4e752b8d7e94cdd76b9e36a626d5d04cb1a29d691582b40978,exclude_not_sonnet,Window belongs to the explicitly labeled ballata sequence and is not a bounded sonnet.
